file,ground_truth,baseline_prediction,finetuned_prediction
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001644.wav,đây được xem là vai diễn thành công nhất của vương từ trước đến nay," Đây, đựa xem là vai diễn thành công nhắc của Vương từ chút đến nay.",đây đổi xem lẻ vai diễn thành công nhắc của vương tở trú đất này
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_007025.wav,Mặt khác phân kỳ giá lên vẫn tiếp tục xuất hiện," Mặt khắc phấn ký dạ lên vận tiếp, tục chút thiền.",Mặt khác phân kỳ giã lên vẫn tiếp tục xuất hiện
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_008377.wav,thì có thể biết được mức độ điếc, thì có thể biết được mức độ đếch.,thì có thể biết được mức độ đếch
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_013687.wav,tương tự như chết đi đời tiêu," Tương tự như chết, đi đời, tiêu.",tương tự như chết đi đời tiêu
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_008823.wav,top giao dịch trong ngày, Thóp giáo dịch trong này.,thóp giao dịch trong ngày
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_003472.wav,tôi muốn đem hành lý này lên toa, Tôi muốn điêm hành lý này lên tỏa,tôi muốn đem hành lý này lên toa
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_009491.wav,ti vi giảm tiếng, TV giảm tiếng,ti vi giảm tiếng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_011539.wav,giá vàng ngày càng giảm sâu khiến thị trường hồ nghi về đáy của giá vàng trong đợt điều chỉnh này, Giá vàng ngày càng giảm sau khiến thị trường hồ nghi về đáy của giá vàng trong đợt điều chỉnh này.,giá vàng ngày càng giảm sâu khiến thị trường hồ nghi về đáy của dá vàng trong đợt điều chỉnh này
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_002173.wav,tôi thật sự cám ơn nếu bạn làm, Tôi thật sự cảm ơn nếu mà làm,tôi thật sự cảm ơn nếu bạn làm
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_003899.wav,Phi hành xào tôm cà rốt đậu đảo đều nêm gia vị," Phía hành xào tôn, kè rốt, đậu đảo đeo, nem gia phẩm.",Khi hành sao toang khe rốt đậu đảo đeo nêm giê phở
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_006609.wav,Chiều nay Đoàn sẽ vào Quảng Bình cứu trợ tiếp," Chiều nay, con sẽ qua khoảng bệnh khu cửa tiếp.",Diều nay đoàn sẽ vào quản bệnh khu trở tiếp
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_010955.wav,Tại các công ty vàng khác sức mua cũng yếu hẳn, Tại các công ty vàng khác sức mù cùng yếu hẳn.,Tại các công ty vàng khác sức mù cùng yếu hẳn
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_013433.wav,hôm nay có tàu thủy đến không, Hôm nay có tàu thủy đến không?,hôm nay có tàu thủy đến không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_000011.wav,đào tạo cử nhân dinh dưỡng tại việt nam, Đào tạo của nhân dinh dưỡng tại Việt Nam,đào tạo cử nhân dinh dưỡng tại việt nam
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_005942.wav,Đầu tư cho khoa học công nghệ còn thấp sử dụng chưa hiệu quả, Đâu từ cho khỏa hợp cũng nghe con tốc trù tùm giữ hiệu quả.,Đầu tư cho khoa học công nghệ con thấp sử dụng chưa hiệu quả
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_005278.wav,Đối với người chơi đàn tài tử đó là bản lĩnh của tài năng," Đồ bị người chơi đang tay từ, đó là bàn niệm của tái nắng.",Đối với người chơi đàn tài tử đó là bản lím của tai năng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_008672.wav,Mỹ sẽ lãnh đạo lực lượng mới chống hải tặc, Mỹ sẽ lãnh đạo lực lượng mới trong hải tạc.,mỹ sẽ lãnh đạo lực lượng mới chống hải tật
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_012359.wav,mặc dù cabin bẹp dí nhưng tài xế may mắn thoát chết gang tấc," Mặc dù cả bín bẹp gì, nhưng ta sẽ mấy mận thuật chết găng tất.",mọc dù cá pin bẹp dĩ nhưng tài xế may mắn thoát chết gang tốc
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_011713.wav,xin lỗi anh có thể phát hành lại cho tôi được không, Xin lỗi anh có thể phép hành lại cho tôi được không?,xin lỗi anh có thể phát hành lại cho tôi được không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_002663.wav,Hôm nay rảnh rổi ngồi chụp vài tấm iphone4 cho anh em, Hôm nay rạng rỗi ngôi chụp vai tấm iPhone 4 cho anh em,Hôm nay rãnh rỗi ngồi chụp vài tấm iPhone 4 cho anh em
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_010123.wav,Tôi sẽ hết lòng giúp đỡ cô thưa tiểu thư Alexandra, Tôi sẽ hẹt lòng giúp đỡ cô thưa tiểu thư Aleksandra.,tôi sẽ hết lòng giúp đỡ cô thưa tiểu thư alexandra
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_004148.wav,Không phiến diện cực đoan duy ý chí, Không biển diện cực đoan duy trí.,Không phiến diện cực đoan duy ý chí
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_001853.wav,Tôi chỉ là một khán giả yêu chèo yêu đến cuồng nhiệt," Tôi chỉ là một khán giả yêu chèo, yêu đến cùng nhiệm.",Tôi chỉ là một khán giả yêu chèo yêu đến cùng nhiệm
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_003723.wav,Nếu không minh bạch được các thông tin này đó có thể là dấu hiệu rửa tiền, you,tôi có thể gửi bộ phim không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_010925.wav,đây là một phòng đẹp, Đây là 1 phong đẹp,đây là một phòng đẹp
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_006058.wav,Còn đất tuy rộng nhưng lại cằn nước mặn nên không tưới được cây, Con đất vi lòng như lại canh được mang đi không từ đất kấy.,Còn rất tuy rộng nhưng lại càng nước mặn nên không tới được cây
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_013857.wav,tốc độ xây đường khai mỏ và phát triển cơ sở hạ tầng hiện nay cũng làm cho tương lai của các loài vượn người ở đông nam á này thêm ảm," Tốc độ xay đường, khai mỏ và phát triển kết tử hạch tầng hiện nay cũng làm cho tương lai của các loại vừa người ở Đông Đà Má này thêm âm dụng.",tốc độ xây đường khai mỏ và phát triển kích sở hạch thần hiện nay cũng làm cho tương lai của các loại vượng người ở đông nam á này thêm ảm
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_007344.wav,Nói thế nhưng từ đấy cha nghiêm túc tắt ngọn đèn vàng ngoài sân, Nội thị Những tư đại trò nghiêm túc pháp tách ngon đen vang ngoài sánh,Nói thế nhưng từ đấy cha nghiêm túc tắt ngọn đèn vàng ngoài xanh
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_007462.wav,có phải phòng của bạn nhìn ra được thị trấn không, Có phải phong của bàn nhìn ra được thi tận khống.,có phải phòng của bạn nhìn ra được thi tấn không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_005138.wav,Lợi dụng tâm lý này cánh buôn ấn chợ đen được dịp hoành hành, Lời trung tâm lý này cạnh muốn ảnh cho đến được khi fan fan.,Lợi dụng tâm lý này cánh muôn ấn chợ đen được phi phanh phành
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_005782.wav,trước khi dùng,这可以就,trước khi dù
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_003115.wav,tôi đi với anh trai tôi, Tôi đi phần trai tôi.,tôi đi phần trai tôi
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_006277.wav,nhưng anh ấy không có dấu hiệu sốt, Nhưng ngay ngay không gọi dậu hiểu sốt,nhưng anh ấy không có dấu hiểu sốt
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_006514.wav,Chị hi vọng rằng với sự giải thoát này lòng chị sẽ thanh thản hơn," Chị hy vọng rằng với sự dạy thoát này, lòng chị sẽ thanh khẳng hơn.",Dì hy vọng rằng với sự dạy thoát này Long chị sẽ thanh khẳng hơn
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_011264.wav,nếu có sự việc khẩn cấp thì tôi phải gọi ở đâu, Nếu có sự việc khẳng cấp thì tôi phải gọi ở đâu.,nếu có sự việc khẳng cấp thì tôi phải gọi ở đâu
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_000102.wav,chẳng phải là bệnh hiểm nghèo nhưng trĩ vẫn là bệnh gây khó chịu cho bệnh nhân bởi làm cản trở công việc của họ lúc làm việc cũng như lúc ngủ họ vẫn phải lo nghĩ giáo sư nghĩa nói," Chẳng phải là bệnh hiểm nghèo, nhưng chỉ vẫn làm bệnh gây khó chịu cho bệnh nhân bởi làm cản trợ công việc của họ, núc làm việc cũng như núc ngủ, họ vẫn phải lo nghĩ, rào sương nghĩa nói.",chẳng phải là bệnh hiệm nghèo nhưng trĩ vẫn làm ệnh gây khó chịu cho bệ nhân bởi làm cả trợ công việc của họ lúc làm việc cũng như lúc ngủ họ vẫn phải lo nghĩ giáo sư nghĩa nói
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_000133.wav,N biếu xén bòn rút bôi nhọ đắn đo đẫn đờ chán ghét cãi lộn," Biêu xén bòn rút, bôi nhỏ, đánh đo, đánh đờ, tràn ghét, cãi lộn.",Biếu xén bòn rút bôi nhọ đắn đo đẫn đờ chán ghét cãi lội
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_013429.wav,tôi muốn có thuốc trị đau họng loại nào tốt nhất, Tôi muốn có loại thuốc sĩ đau học loại nào tốt nhất.,tôi muốn có loại thuốc sĩ đau họng loại nào tốt nhất
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_000135.wav,kí túc vắng tanh đèn thoát hiểm nhấp nháy chập chờn cứ như trên phim được xem ý, Kỳ túc xa vàng tanh đen phát hiểm cử nhấp nhạy chấp chân cử như trên phim được xe MI,ký túc xã vắng tanh đèn phát hiểm cứ nhấp nháy chập chờn cứ như trên phim được xem ý
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_013952.wav,ở người bị hội chứng ăn khi ngủ phần não phải vẫn thức và sau đó là cả các dạng hoạt động thể chất," Ở người bị hội chứng ăn khi ngủ, phần não phải vẫn thức và sau đó là cả các dạo hoạt động thể chết.",ở người bị hội chứng ăn khi ngủ phần não phải vẫn thức và sau đó là cả các dạo hoạt động thể chất
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_011430.wav,tôi nghĩ âm nhạc của mình sẽ hấp dẫn và gây ấn tượng được với người nước ngoài, Tôi nghĩ âm nhạc của mình sẽ hấp dẫn và gây án tượng được với người nước ngoài.,tôi nghĩ âm nhạc của mình sẽ hấp dẫn và gây ấn tượng được với người nước ngoài
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_009628.wav,Lúc đầu anh ta chỉ chối quanh bảo không bao giờ làm chuyện đó," Lúc đầu, anh ta chỉ chối quanh, bảo không bao giờ làm chuyện đó.",Lúc đầu anh ta chỉ chối quanh bảo không bao giờ làm chuyện đó
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_006484.wav,các địa điểm cắm trại gần nhất ở đâu, Các địa điểm cám thải gần nhất ở đâu?,các địa điểm cám trải gần nhất ở đâu
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_007990.wav,Các yếu tố này sẽ khiến tóc xơ cứng và chóng phai màu, Các yếu tố này sẽ khiển tóc sơ cứng và chọn phai màu.,Các yếu tố này sẽ khiến tóc xơ cứng và chóng phai màu
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_006005.wav,sẽ có cơn bão sấm sét mưa to, Xe có gấn bảo sậm sẹt mưa tô,sẽ có gân bảo sấm xét mưa to
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_008510.wav,Chúng tôi đã chờ đợi quá lâu cho ngôi vô địch tại Champions League, Chúng tôi đã chơi đời quả lâu cho Ngô Vô Địt tại Champaign Liên.,Chúng tôi đã chờ đợi quá lâu cho ngôi vô địch tạch xem pin liền
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_000651.wav,rủ nhau kết lại với ông để hình thành ban từ thiện dân lập gồm đủ ngành nghề thợ mộc thợ hồ, Rũ nhau kết lại với ông để hình thành ban từ hiện dân lạp gồm đủ ngành nghe thở mọc thở hò.,rũ nhau kết lại với ông để hình thành ban từ thiện dân lặp gồm đủ ngành nghề thợ mộc thở hồ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_010820.wav,Xong xuôi bảo bố mẹ là con phải đi công tác," Xong xui, bảo bố mẹ là con phải đây công tác.",Song xuôi bảo bố mẹ là con phải đi công tác
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_005929.wav,Do vậy sắp tới nhiều khả năng giá thép khó tăng, Đó bày xác tửi nhớ khoản đăng tài thể khó chăng.,Do vậy sắp tới nhiều khả năng giá thép khó tăng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_001347.wav,Chúng cũng sử dụng đuôi như một bánh lái giúp chúng chuyển hướng nhanh hơn, Chụng cũng suy dồn đuôi như một bánh lại giúp chụng truyền hưởng nhanh hơn.,Chúng cũng sử dụng đuôi như một bánh lái giúp chúng chuyển hướng nhanh hơn
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_007573.wav,VTV ba, Hẹn gặp lại!,VTV ba
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_004722.wav,bật điều hòa phòng khách, Bật đi hoa phòng khách,bật điều hòa phòng khách
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_008093.wav,theo ý kiến tôi hệ thống tuyển dụng suốt đời có những ưu và khuyết điểm của nó," Theo ý kiến tôi, hệ thống truyền dùng thuất đời có những ưu và quyết địm của nó.",theo ý kiến tôi hệ thống tuyển dụng suốt đời có những ưu và khuyết điểm của nó
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_003443.wav,các nhà khoa học đã xác định được các mùi hương quế nguyệt quế mía hồi cam trong những mảnh đất sét," Các nhà khách học sẽ định được các mùi hương quế, người quế, mía, hồi, cam trong những mến đắc xét.",các nhà khoa học đã xuất định được các mùi hương quế nguyệt quế mía hồi cam trong những mến đắc xét
